date;transaction_details;description;category;payment_method;withdrawal_amt;deposit_amt;user_id
2024-01-01;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;675.0;0.0;5
2024-01-01;Home Ownership;;Other Expenses;Others;44.0;0.0;5
2024-01-01;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;321.0;0.0;5
2024-01-01;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;447.43;0.0;5
2024-01-01;Nurseries;Fees for childcare services;Other Expenses;Direct debit;89.0;0.0;5
2024-01-01;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;320.04;0.0;5
2024-01-01;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;143.0;0.0;5
2024-01-01;Property Maintenance;;Other Expenses;Others;899.0;0.0;5
2024-01-01;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;63.0;0.0;5
2024-01-01;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;758.21;0.0;5
2024-01-02;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;669.0;0.0;5
2024-01-02;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;667.0;5
2024-01-02;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;38.0;0.0;5
2024-01-02;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;659.0;0.0;5
2024-01-02;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;894.0;0.0;5
2024-01-02;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;385.0;0.0;5
2024-01-02;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;96.0;0.0;5
2024-01-02;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;214.0;0.0;5
2024-01-02;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;72.0;0.0;5
2024-01-02;Meals;Charges for meals;Other Expenses;Online payment;465.69;0.0;5
2024-01-02;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;97.0;0.0;5
2024-01-02;Planning;Fees for planning applications or permits;Other Expenses;Online banking;102.0;0.0;5
2024-01-02;Home Ownership;;Other Expenses;Others;67.0;0.0;5
2024-01-02;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;56.0;0.0;5
2024-01-02;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;392.9;0.0;5
2024-01-02;Planning;Fees for planning applications or permits;Other Expenses;Online banking;41.99;0.0;5
2024-01-03;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;582.0;0.0;5
2024-01-03;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;20000.0;5
2024-01-03;Planning;Fees for planning applications or permits;Other Expenses;Online banking;173.35;0.0;5
2024-01-03;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;599.0;0.0;5
2024-01-03;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;5
2024-01-03;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;905.0;0.0;5
2024-01-04;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;600.0;0.0;5
2024-01-04;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;859.51;0.0;5
2024-01-05;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1200.0;5
2024-01-05;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;206.0;0.0;5
2024-01-05;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;495.19;0.0;5
2024-01-05;Nurseries;Fees for childcare services;Other Expenses;Direct debit;431.0;0.0;5
2024-01-05;Property Maintenance;;Other Expenses;Others;162.21;0.0;5
2024-01-05;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;870.0;5
2024-01-05;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;743.0;0.0;5
2024-01-05;Planning;Fees for planning applications or permits;Other Expenses;Online banking;75.0;0.0;5
2024-01-05;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;580.74;0.0;5
2024-01-05;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;498.0;0.0;5
2024-01-05;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;921.0;0.0;5
2024-01-05;Planning;Fees for planning applications or permits;Other Expenses;Online banking;51.0;0.0;5
2024-01-06;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;151.22;0.0;5
2024-01-06;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;423.0;0.0;5
2024-01-06;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;778.0;0.0;5
2024-01-06;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;633.0;0.0;5
2024-01-06;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;810.0;0.0;5
2024-01-06;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;50.0;0.0;5
2024-01-06;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;654.25;0.0;5
2024-01-06;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;37.0;0.0;5
2024-01-06;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;299.0;0.0;5
2024-01-06;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;4000.0;5
2024-01-06;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;506.0;0.0;5
2024-01-06;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;29.0;0.0;5
2024-01-06;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;193.0;0.0;5
2024-01-06;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;395.36;0.0;5
2024-01-06;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;586.0;0.0;5
2024-01-06;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;358.0;0.0;5
2024-01-06;Housing Rent;Rental payments for housing accommodations;Other Expenses;Direct debit;1100.0;0.0;5
2024-01-06;Meals;Charges for meals;Other Expenses;Online payment;382.68;0.0;5
2024-01-06;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;894.0;0.0;5
2024-01-06;Property Maintenance;;Other Expenses;Others;860.88;0.0;5
2024-01-06;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;335.0;0.0;5
2024-01-06;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;247.0;0.0;5
2024-01-06;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;285.0;0.0;5
2024-01-06;Nurseries;Fees for childcare services;Other Expenses;Direct debit;633.0;0.0;5
2024-01-06;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;672.0;0.0;5
2024-01-06;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;227.3;0.0;5
2024-01-06;Property Maintenance;;Other Expenses;Others;749.0;0.0;5
2024-01-06;Home Ownership;;Other Expenses;Others;504.0;0.0;5
2024-01-06;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;5
2024-01-06;Fund Transfer From Bank Rakyat;Transfer of funds from Bank Rakyat;Income/Salary;Bank transfer;0.0;100.0;5
2024-01-06;Meals;Charges for meals;Other Expenses;Online payment;696.95;0.0;5
2024-01-06;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;422.0;0.0;5
2024-01-06;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;726.0;0.0;5
2024-01-07;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1500.0;5
2024-01-07;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;91.0;0.0;5
2024-01-07;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;255.0;0.0;5
2024-01-07;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;95.0;0.0;5
2024-01-07;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;811.0;0.0;5
2024-01-07;Meals;Charges for meals;Other Expenses;Online payment;777.0;0.0;5
2024-01-07;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;14.0;0.0;5
2024-01-07;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;286.0;0.0;5
2024-01-07;Property Maintenance;;Other Expenses;Others;785.0;0.0;5
2024-01-07;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;898.0;0.0;5
2024-01-07;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;695.0;0.0;5
2024-01-07;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;8130.0;5
2024-01-07;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;823.0;0.0;5
2024-01-07;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;669.0;0.0;5
2024-01-07;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;899.0;0.0;5
2024-01-07;Nurseries;Fees for childcare services;Other Expenses;Direct debit;19.0;0.0;5
2024-01-08;Planning;Fees for planning applications or permits;Other Expenses;Online banking;422.0;0.0;5
2024-01-08;Meals;Charges for meals;Other Expenses;Online payment;345.93;0.0;5
2024-01-08;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;315.0;0.0;5
2024-01-08;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;193.0;0.0;5
2024-01-08;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;756.0;0.0;5
2024-01-08;Meals;Charges for meals;Other Expenses;Online payment;610.0;0.0;5
2024-01-08;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;813.0;0.0;5
2024-01-08;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;89.0;0.0;5
2024-01-08;Meals;Charges for meals;Other Expenses;Online payment;859.0;0.0;5
2024-01-08;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;501.85;0.0;5
2024-01-08;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;948.0;0.0;5
2024-01-08;Home Ownership;;Other Expenses;Others;572.0;0.0;5
2024-01-08;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;345.6;0.0;5
2024-01-08;Nurseries;Fees for childcare services;Other Expenses;Direct debit;42.0;0.0;5
2024-01-08;Property Maintenance;;Other Expenses;Others;551.81;0.0;5
2024-01-08;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;871.0;0.0;5
2024-01-08;Home Ownership;;Other Expenses;Others;415.0;0.0;5
2024-01-08;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;77.0;0.0;5
